Track_ID	Real_Labels	Hit_Top1	Hit_Top3	Hit_Top5	Top1_Pred	Top5_Full_Ranking
90072.mp3	adventure, energetic	NO	NO	SI	corporate	corporate (0.022) | sport (0.020) | action (0.020) | adventure (0.020) | fast (0.020)
1420612.mp3	deep	NO	SI	SI	travel	travel (0.019) | inspiring (0.019) | deep (0.019) | sexy (0.019) | commercial (0.018)
1052156.mp3	uplifting	NO	NO	NO	space	space (0.019) | corporate (0.019) | retro (0.019) | energetic (0.019) | soundscape (0.019)
1406698.mp3	happy	NO	NO	NO	ballad	ballad (0.019) | sport (0.019) | upbeat (0.019) | groovy (0.019) | heavy (0.019)
1291568.mp3	christmas	NO	NO	NO	dark	dark (0.020) | deep (0.019) | adventure (0.019) | heavy (0.019) | upbeat (0.018)
1078451.mp3	fun, positive	NO	NO	SI	sport	sport (0.021) | adventure (0.020) | epic (0.020) | fun (0.020) | drama (0.019)
1322491.mp3	melodic	NO	NO	NO	sport	sport (0.021) | adventure (0.020) | funny (0.020) | drama (0.019) | fun (0.019)
1125842.mp3	love, upbeat	NO	NO	NO	commercial	commercial (0.020) | ballad (0.019) | sport (0.019) | party (0.019) | motivational (0.019)
20744.mp3	horror	NO	NO	NO	epic	epic (0.022) | dark (0.021) | action (0.021) | powerful (0.021) | dramatic (0.021)
964542.mp3	energetic	NO	NO	NO	sport	sport (0.020) | funny (0.020) | commercial (0.019) | ballad (0.019) | groovy (0.019)
1294783.mp3	powerful	SI	SI	SI	powerful	powerful (0.022) | corporate (0.021) | action (0.021) | heavy (0.020) | epic (0.020)
1195928.mp3	advertising, corporate	NO	NO	NO	calm	calm (0.019) | hopeful (0.019) | mellow (0.019) | travel (0.019) | relaxing (0.019)
1125687.mp3	background, energetic	NO	NO	NO	heavy	heavy (0.022) | dark (0.020) | powerful (0.020) | sport (0.020) | fun (0.019)
950932.mp3	relaxing	NO	SI	SI	calm	calm (0.020) | sad (0.020) | relaxing (0.020) | soft (0.020) | melancholic (0.019)
1072913.mp3	slow	NO	NO	SI	dark	dark (0.021) | deep (0.021) | horror (0.021) | slow (0.019) | sad (0.019)
1191331.mp3	action, epic, film, trailer	NO	SI	SI	dramatic	dramatic (0.023) | epic (0.023) | drama (0.022) | adventure (0.021) | powerful (0.020)
663133.mp3	film	NO	NO	SI	drama	drama (0.022) | dramatic (0.021) | epic (0.021) | film (0.020) | emotional (0.019)
608931.mp3	hopeful, inspiring, motivational, sad	SI	SI	SI	sad	sad (0.019) | calm (0.019) | mellow (0.019) | relaxing (0.019) | melancholic (0.019)
1244949.mp3	dramatic, energetic	NO	SI	SI	drama	drama (0.021) | dramatic (0.021) | dark (0.020) | powerful (0.020) | epic (0.019)
646648.mp3	game, movie	NO	NO	NO	dark	dark (0.021) | heavy (0.020) | powerful (0.020) | action (0.020) | epic (0.020)
1220946.mp3	action, dark, energetic	NO	NO	NO	travel	travel (0.019) | upbeat (0.019) | sexy (0.019) | inspiring (0.019) | background (0.019)
1199271.mp3	drama, hopeful, melodic	NO	NO	NO	travel	travel (0.020) | powerful (0.020) | inspiring (0.019) | sexy (0.019) | dramatic (0.019)
1115595.mp3	energetic, film	NO	NO	NO	travel	travel (0.020) | melodic (0.019) | space (0.019) | mellow (0.019) | uplifting (0.019)
169987.mp3	ambiental	NO	NO	NO	dramatic	dramatic (0.019) | hopeful (0.019) | drama (0.019) | travel (0.019) | deep (0.019)
1334553.mp3	happy, summer	NO	NO	NO	commercial	commercial (0.021) | motivational (0.020) | sexy (0.020) | inspiring (0.020) | advertising (0.020)
1399542.mp3	slow	NO	NO	NO	travel	travel (0.019) | deep (0.019) | sexy (0.019) | inspiring (0.019) | calm (0.019)
806980.mp3	melodic	NO	NO	NO	heavy	heavy (0.023) | powerful (0.022) | dark (0.022) | epic (0.022) | dramatic (0.020)
1243198.mp3	happy, love, summer	NO	NO	NO	heavy	heavy (0.022) | action (0.021) | epic (0.021) | dark (0.021) | powerful (0.021)
442223.mp3	christmas, holiday	NO	NO	NO	sad	sad (0.021) | relaxing (0.020) | calm (0.020) | melancholic (0.020) | emotional (0.020)
1416894.mp3	children	NO	NO	NO	drama	drama (0.021) | dramatic (0.020) | relaxing (0.019) | film (0.019) | calm (0.019)
1148033.mp3	film	NO	NO	NO	holiday	holiday (0.022) | christmas (0.020) | summer (0.020) | ballad (0.019) | mellow (0.019)
1222339.mp3	documentary, drama	SI	SI	SI	drama	drama (0.023) | dramatic (0.022) | epic (0.022) | adventure (0.020) | powerful (0.020)
1044168.mp3	energetic	NO	NO	NO	dark	dark (0.020) | powerful (0.020) | adventure (0.020) | action (0.019) | horror (0.019)
378211.mp3	soundscape	SI	SI	SI	soundscape	soundscape (0.021) | space (0.020) | ambiental (0.020) | epic (0.019) | deep (0.019)
192877.mp3	film, movie, relaxing	NO	SI	SI	ballad	ballad (0.021) | relaxing (0.021) | romantic (0.020) | calm (0.020) | meditative (0.019)
1083513.mp3	christmas, soft	NO	NO	NO	ballad	ballad (0.021) | relaxing (0.020) | slow (0.020) | calm (0.020) | background (0.020)
1138775.mp3	mellow, positive	NO	NO	NO	commercial	commercial (0.020) | ballad (0.020) | motivational (0.020) | christmas (0.019) | advertising (0.019)
455082.mp3	retro	NO	NO	NO	commercial	commercial (0.020) | ballad (0.019) | party (0.019) | motivational (0.019) | sport (0.019)
1087088.mp3	drama	SI	SI	SI	drama	drama (0.021) | meditative (0.021) | emotional (0.020) | epic (0.020) | melancholic (0.020)
662085.mp3	energetic, groovy, melodic	NO	NO	NO	commercial	commercial (0.020) | funny (0.020) | sport (0.020) | ballad (0.020) | advertising (0.020)
1245136.mp3	ballad, inspiring	NO	NO	SI	sad	sad (0.019) | romantic (0.019) | positive (0.019) | ballad (0.019) | relaxing (0.019)
1125749.mp3	ballad	NO	NO	NO	sad	sad (0.020) | relaxing (0.020) | melancholic (0.020) | mellow (0.020) | calm (0.020)
1327989.mp3	energetic, epic, inspiring, sport	SI	SI	SI	epic	epic (0.025) | dramatic (0.025) | drama (0.024) | powerful (0.022) | action (0.021)
1227102.mp3	emotional, happy	NO	NO	NO	relaxing	relaxing (0.020) | sad (0.020) | melancholic (0.020) | calm (0.020) | mellow (0.019)
969346.mp3	background, relaxing	NO	SI	SI	sad	sad (0.020) | melancholic (0.019) | relaxing (0.019) | ballad (0.018) | calm (0.018)
1234333.mp3	energetic, epic, trailer	NO	NO	SI	deep	deep (0.022) | dark (0.021) | horror (0.021) | dramatic (0.021) | epic (0.020)
1217506.mp3	advertising	NO	NO	NO	travel	travel (0.019) | slow (0.019) | documentary (0.019) | film (0.019) | horror (0.018)
1063681.mp3	soundscape	NO	NO	NO	horror	horror (0.023) | dark (0.021) | travel (0.020) | deep (0.020) | ambiental (0.020)
1116158.mp3	energetic, party	SI	SI	SI	energetic	energetic (0.020) | action (0.020) | corporate (0.020) | upbeat (0.019) | sport (0.019)
387399.mp3	inspiring	NO	SI	SI	travel	travel (0.019) | background (0.019) | inspiring (0.019) | dark (0.019) | documentary (0.019)
989850.mp3	film, movie	NO	NO	NO	travel	travel (0.019) | sad (0.019) | holiday (0.019) | positive (0.019) | mellow (0.019)
1397859.mp3	energetic, party, summer	NO	NO	NO	sexy	sexy (0.020) | cool (0.020) | commercial (0.019) | inspiring (0.019) | sport (0.019)
1099781.mp3	travel	NO	NO	NO	meditative	meditative (0.022) | ambiental (0.021) | horror (0.020) | soundscape (0.020) | calm (0.019)
972175.mp3	dark, epic, film	SI	SI	SI	epic	epic (0.024) | dramatic (0.023) | drama (0.022) | adventure (0.021) | corporate (0.021)
1337504.mp3	love, romantic, soft	NO	NO	NO	ballad	ballad (0.019) | commercial (0.019) | documentary (0.019) | trailer (0.019) | background (0.019)
1244823.mp3	action, epic, film	NO	SI	SI	dramatic	dramatic (0.020) | film (0.020) | drama (0.019) | commercial (0.019) | epic (0.019)
1119591.mp3	sad	NO	NO	SI	relaxing	relaxing (0.020) | ballad (0.020) | summer (0.019) | calm (0.019) | sad (0.019)
1420464.mp3	deep	NO	NO	NO	sexy	sexy (0.020) | corporate (0.020) | fast (0.020) | cool (0.019) | inspiring (0.019)
1078362.mp3	christmas	NO	NO	NO	relaxing	relaxing (0.020) | ballad (0.020) | meditative (0.020) | summer (0.020) | romantic (0.020)
1173421.mp3	christmas, energetic, happy, holiday	NO	NO	NO	heavy	heavy (0.022) | dark (0.021) | powerful (0.020) | action (0.019) | sexy (0.019)
261827.mp3	melodic	NO	SI	SI	mellow	mellow (0.020) | melodic (0.020) | melancholic (0.019) | uplifting (0.019) | hopeful (0.019)
1084190.mp3	trailer	NO	NO	NO	ambiental	ambiental (0.023) | soundscape (0.022) | space (0.020) | meditative (0.020) | travel (0.020)
119484.mp3	christmas	NO	NO	NO	dark	dark (0.021) | heavy (0.020) | powerful (0.020) | deep (0.020) | horror (0.020)
1166808.mp3	emotional	NO	NO	NO	summer	summer (0.020) | relaxing (0.020) | uplifting (0.019) | meditative (0.019) | travel (0.019)
1273069.mp3	happy	NO	NO	NO	deep	deep (0.020) | slow (0.019) | documentary (0.019) | dark (0.019) | sport (0.019)
1116934.mp3	dark	NO	SI	SI	dramatic	dramatic (0.023) | dark (0.023) | drama (0.022) | epic (0.022) | horror (0.022)
356469.mp3	heavy	SI	SI	SI	heavy	heavy (0.024) | powerful (0.021) | dark (0.021) | action (0.021) | energetic (0.020)
1066302.mp3	energetic, love, retro	NO	NO	NO	dark	dark (0.019) | sexy (0.019) | ballad (0.019) | deep (0.019) | upbeat (0.018)
1166145.mp3	adventure, children	NO	NO	NO	calm	calm (0.019) | positive (0.019) | melancholic (0.019) | happy (0.019) | relaxing (0.019)
1067297.mp3	emotional, energetic, melodic	NO	NO	NO	heavy	heavy (0.022) | powerful (0.021) | dark (0.021) | action (0.020) | epic (0.020)
1366140.mp3	melodic	NO	NO	NO	inspiring	inspiring (0.019) | travel (0.019) | deep (0.018) | upbeat (0.018) | sexy (0.018)
1265905.mp3	ambiental, film	NO	SI	SI	soundscape	soundscape (0.022) | ambiental (0.021) | meditative (0.020) | mellow (0.020) | space (0.020)
1333728.mp3	dark, slow	NO	NO	NO	cool	cool (0.019) | groovy (0.019) | upbeat (0.019) | sport (0.019) | inspiring (0.019)
902758.mp3	dark	NO	NO	NO	epic	epic (0.020) | deep (0.020) | meditative (0.020) | horror (0.020) | powerful (0.019)
1115614.mp3	melodic	NO	NO	NO	mellow	mellow (0.020) | calm (0.020) | ballad (0.019) | soft (0.019) | relaxing (0.019)
889233.mp3	deep	NO	NO	NO	inspiring	inspiring (0.019) | sexy (0.019) | travel (0.019) | heavy (0.018) | background (0.018)
1102195.mp3	melodic	NO	NO	NO	heavy	heavy (0.023) | action (0.021) | powerful (0.020) | sport (0.020) | dark (0.020)
1420617.mp3	deep	NO	NO	SI	inspiring	inspiring (0.020) | travel (0.019) | groovy (0.019) | sexy (0.019) | deep (0.019)
1401593.mp3	happy	NO	NO	NO	christmas	christmas (0.019) | holiday (0.019) | inspiring (0.019) | travel (0.019) | sexy (0.019)
1112362.mp3	commercial	NO	NO	NO	drama	drama (0.021) | dramatic (0.020) | powerful (0.020) | epic (0.020) | emotional (0.020)
1302088.mp3	positive, relaxing, uplifting	NO	NO	NO	deep	deep (0.020) | background (0.019) | travel (0.019) | space (0.019) | dark (0.018)
1269813.mp3	love	NO	NO	NO	ballad	ballad (0.020) | background (0.019) | romantic (0.019) | slow (0.018) | relaxing (0.018)
1222609.mp3	sad	NO	NO	NO	ballad	ballad (0.020) | commercial (0.019) | positive (0.019) | romantic (0.018) | background (0.018)
1077736.mp3	dark, dramatic, melancholic	NO	NO	NO	adventure	adventure (0.020) | travel (0.019) | summer (0.019) | positive (0.019) | inspiring (0.018)
884128.mp3	love	NO	NO	NO	dark	dark (0.020) | powerful (0.019) | sexy (0.019) | sad (0.019) | ballad (0.019)
1375903.mp3	documentary, film, meditative	NO	NO	NO	space	space (0.021) | horror (0.021) | travel (0.021) | dark (0.020) | soundscape (0.019)
1359335.mp3	upbeat	NO	NO	NO	corporate	corporate (0.019) | fast (0.019) | retro (0.019) | motivational (0.019) | game (0.019)
592180.mp3	movie	NO	NO	NO	sad	sad (0.020) | melancholic (0.019) | calm (0.019) | relaxing (0.019) | mellow (0.019)
201477.mp3	ambiental	NO	NO	NO	dramatic	dramatic (0.022) | drama (0.022) | epic (0.021) | dark (0.021) | adventure (0.021)
708461.mp3	emotional, film, meditative, relaxing	NO	SI	SI	travel	travel (0.020) | relaxing (0.020) | ballad (0.019) | holiday (0.019) | summer (0.019)
945193.mp3	happy, summer	NO	NO	NO	sexy	sexy (0.020) | motivational (0.020) | energetic (0.020) | powerful (0.020) | cool (0.020)
965313.mp3	christmas	NO	NO	NO	sad	sad (0.020) | melancholic (0.019) | relaxing (0.019) | calm (0.019) | hopeful (0.019)
1294744.mp3	melodic	NO	NO	NO	heavy	heavy (0.021) | powerful (0.021) | dark (0.021) | epic (0.020) | action (0.019)
344322.mp3	children, relaxing	NO	NO	NO	holiday	holiday (0.019) | melodic (0.019) | summer (0.019) | deep (0.019) | travel (0.018)
1248727.mp3	love	NO	NO	NO	summer	summer (0.019) | ballad (0.019) | documentary (0.019) | romantic (0.019) | background (0.019)
1246339.mp3	relaxing, uplifting	NO	SI	SI	sad	sad (0.020) | calm (0.019) | relaxing (0.019) | melancholic (0.019) | mellow (0.019)
1343113.mp3	dramatic, epic, inspiring, sport, trailer	SI	SI	SI	epic	epic (0.026) | dramatic (0.025) | drama (0.023) | powerful (0.023) | adventure (0.021)
1394326.mp3	christmas	NO	NO	NO	meditative	meditative (0.021) | soundscape (0.020) | ambiental (0.020) | uplifting (0.020) | mellow (0.020)
1108285.mp3	emotional, melancholic	NO	NO	NO	ambiental	ambiental (0.021) | soundscape (0.021) | mellow (0.021) | relaxing (0.020) | soft (0.020)
1418982.mp3	movie	NO	NO	NO	relaxing	relaxing (0.020) | mellow (0.020) | calm (0.020) | sad (0.019) | meditative (0.019)
33452.mp3	emotional, relaxing	NO	SI	SI	sad	sad (0.020) | relaxing (0.020) | powerful (0.019) | calm (0.019) | mellow (0.019)
742885.mp3	action	NO	SI	SI	dark	dark (0.022) | dramatic (0.022) | action (0.022) | epic (0.021) | powerful (0.021)
1399793.mp3	love	NO	NO	NO	drama	drama (0.021) | dramatic (0.020) | epic (0.020) | emotional (0.019) | relaxing (0.019)
1115706.mp3	melodic	NO	NO	NO	ballad	ballad (0.020) | calm (0.019) | mellow (0.019) | travel (0.019) | relaxing (0.019)
1195925.mp3	epic	NO	NO	SI	action	action (0.020) | powerful (0.020) | sport (0.020) | epic (0.019) | dramatic (0.019)
725197.mp3	holiday, upbeat, uplifting	NO	NO	NO	sport	sport (0.021) | party (0.020) | advertising (0.020) | funny (0.019) | commercial (0.019)
1149153.mp3	soundscape	NO	NO	NO	powerful	powerful (0.020) | sad (0.019) | dark (0.019) | emotional (0.019) | hopeful (0.019)
1310236.mp3	dark, melancholic	NO	NO	NO	relaxing	relaxing (0.020) | mellow (0.020) | ballad (0.020) | sad (0.020) | holiday (0.020)
959181.mp3	romantic	NO	NO	NO	sad	sad (0.020) | melancholic (0.020) | relaxing (0.019) | calm (0.019) | mellow (0.019)
1328466.mp3	energetic, happy, upbeat, uplifting	NO	SI	SI	ballad	ballad (0.020) | background (0.019) | upbeat (0.019) | funny (0.019) | summer (0.019)
11843.mp3	calm, melodic, relaxing, soft	NO	SI	SI	ballad	ballad (0.019) | relaxing (0.019) | calm (0.019) | romantic (0.018) | summer (0.018)
1113985.mp3	melancholic, slow	NO	NO	NO	meditative	meditative (0.021) | emotional (0.020) | calm (0.020) | relaxing (0.020) | sad (0.020)
1366711.mp3	dark, slow	NO	NO	NO	advertising	advertising (0.020) | commercial (0.019) | travel (0.019) | motivational (0.019) | ballad (0.018)
1015565.mp3	dream, hopeful, inspiring, romantic	NO	NO	NO	drama	drama (0.022) | dramatic (0.022) | epic (0.021) | emotional (0.020) | film (0.019)
1373253.mp3	advertising, corporate, motivational	NO	NO	NO	sad	sad (0.019) | inspiring (0.019) | hopeful (0.019) | upbeat (0.019) | adventure (0.019)
693473.mp3	melodic	NO	NO	NO	corporate	corporate (0.023) | heavy (0.022) | fast (0.021) | powerful (0.021) | action (0.021)
1150778.mp3	advertising, epic, film, trailer, uplifting	NO	SI	SI	dramatic	dramatic (0.022) | epic (0.022) | powerful (0.021) | drama (0.021) | adventure (0.020)
1052158.mp3	uplifting	NO	NO	NO	inspiring	inspiring (0.019) | sexy (0.019) | motivational (0.019) | corporate (0.019) | powerful (0.018)
1236408.mp3	happy, upbeat, uplifting	NO	NO	NO	powerful	powerful (0.020) | sexy (0.019) | sport (0.019) | positive (0.019) | dark (0.019)
966567.mp3	dark	NO	NO	SI	horror	horror (0.020) | space (0.020) | deep (0.020) | dark (0.020) | ambiental (0.019)
1402270.mp3	melodic	NO	NO	NO	sad	sad (0.019) | positive (0.019) | melancholic (0.019) | hopeful (0.018) | relaxing (0.018)
1395180.mp3	meditative	NO	NO	SI	ambiental	ambiental (0.022) | soundscape (0.021) | travel (0.021) | meditative (0.020) | relaxing (0.019)
4883.mp3	meditative	NO	NO	NO	nature	nature (0.021) | travel (0.020) | summer (0.019) | documentary (0.019) | advertising (0.019)
1173142.mp3	adventure, film	NO	NO	NO	epic	epic (0.023) | dramatic (0.022) | powerful (0.021) | drama (0.021) | emotional (0.019)
1354444.mp3	christmas	NO	NO	NO	sport	sport (0.020) | drama (0.019) | advertising (0.019) | movie (0.019) | adventure (0.019)
66954.mp3	commercial	NO	NO	NO	powerful	powerful (0.019) | sexy (0.019) | dark (0.019) | ballad (0.019) | positive (0.019)
726856.mp3	dream	NO	NO	NO	fast	fast (0.021) | energetic (0.020) | cool (0.020) | action (0.019) | corporate (0.019)
1223077.mp3	christmas, holiday	NO	NO	NO	ballad	ballad (0.020) | relaxing (0.020) | romantic (0.019) | background (0.019) | slow (0.019)
1162102.mp3	children, christmas	NO	SI	SI	holiday	holiday (0.020) | christmas (0.020) | melancholic (0.020) | sad (0.020) | mellow (0.020)
1093789.mp3	funny, melodic	NO	NO	NO	corporate	corporate (0.020) | space (0.019) | deep (0.019) | advertising (0.019) | retro (0.019)
281039.mp3	epic	NO	NO	SI	dark	dark (0.020) | dramatic (0.019) | drama (0.019) | epic (0.019) | sad (0.019)
1095109.mp3	advertising, motivational	NO	NO	NO	relaxing	relaxing (0.020) | travel (0.019) | sad (0.019) | calm (0.019) | mellow (0.019)
440767.mp3	christmas	NO	NO	NO	space	space (0.019) | soundscape (0.019) | melodic (0.019) | mellow (0.019) | uplifting (0.019)
523750.mp3	dream	NO	NO	NO	meditative	meditative (0.020) | drama (0.020) | ambiental (0.020) | dramatic (0.020) | emotional (0.019)
1353362.mp3	happy, sport	NO	NO	NO	commercial	commercial (0.020) | motivational (0.020) | corporate (0.020) | advertising (0.020) | powerful (0.019)
373165.mp3	ballad	NO	NO	NO	heavy	heavy (0.020) | dark (0.019) | deep (0.019) | background (0.019) | powerful (0.019)
1397142.mp3	advertising, documentary, inspiring, travel	NO	NO	NO	heavy	heavy (0.024) | powerful (0.021) | dark (0.021) | action (0.020) | fun (0.020)
811236.mp3	film, game	NO	NO	NO	dark	dark (0.021) | dramatic (0.021) | trailer (0.021) | powerful (0.021) | epic (0.021)
824632.mp3	meditative	NO	NO	NO	travel	travel (0.020) | horror (0.019) | ambiental (0.019) | trailer (0.019) | summer (0.019)
1349035.mp3	children, christmas, dream	NO	NO	NO	relaxing	relaxing (0.020) | summer (0.020) | mellow (0.020) | calm (0.020) | melancholic (0.019)
1415750.mp3	sad	NO	NO	NO	dramatic	dramatic (0.022) | drama (0.022) | epic (0.022) | horror (0.021) | powerful (0.021)
976710.mp3	trailer	NO	NO	NO	epic	epic (0.023) | dramatic (0.023) | drama (0.021) | powerful (0.021) | adventure (0.020)
1115620.mp3	melodic	NO	NO	NO	mellow	mellow (0.019) | relaxing (0.019) | calm (0.019) | deep (0.019) | slow (0.019)
1393397.mp3	energetic	NO	NO	NO	heavy	heavy (0.023) | dark (0.021) | epic (0.021) | powerful (0.021) | action (0.021)
1294942.mp3	christmas	NO	NO	NO	dramatic	dramatic (0.023) | epic (0.022) | drama (0.022) | powerful (0.021) | adventure (0.020)
1066572.mp3	advertising, happy, positive, uplifting	NO	NO	NO	ballad	ballad (0.019) | travel (0.019) | background (0.019) | commercial (0.019) | documentary (0.018)
1402232.mp3	dramatic, epic, film	SI	SI	SI	epic	epic (0.024) | dramatic (0.024) | powerful (0.022) | drama (0.022) | adventure (0.021)
1054368.mp3	meditative	NO	NO	NO	melancholic	melancholic (0.020) | sad (0.020) | relaxing (0.019) | calm (0.019) | emotional (0.019)
1164468.mp3	calm, soft	NO	NO	NO	travel	travel (0.019) | deep (0.019) | adventure (0.019) | dark (0.018) | inspiring (0.018)
1268460.mp3	dark	SI	SI	SI	dark	dark (0.020) | drama (0.020) | adventure (0.019) | epic (0.019) | dramatic (0.019)
1236317.mp3	dream	NO	NO	NO	action	action (0.019) | corporate (0.019) | deep (0.019) | energetic (0.019) | powerful (0.019)
1313079.mp3	happy, inspiring, positive, relaxing, romantic	SI	SI	SI	relaxing	relaxing (0.021) | melancholic (0.021) | calm (0.021) | mellow (0.021) | sad (0.020)
1385202.mp3	inspiring	SI	SI	SI	inspiring	inspiring (0.020) | sexy (0.020) | cool (0.019) | upbeat (0.019) | positive (0.019)
1324908.mp3	positive	NO	NO	NO	sport	sport (0.020) | groovy (0.020) | cool (0.019) | fun (0.019) | upbeat (0.019)
785646.mp3	sad, slow	NO	NO	SI	ballad	ballad (0.020) | relaxing (0.020) | background (0.020) | romantic (0.019) | slow (0.019)
1103309.mp3	advertising, corporate, motivational	NO	NO	NO	upbeat	upbeat (0.019) | romantic (0.019) | ballad (0.019) | relaxing (0.019) | positive (0.019)
1081159.mp3	ballad	NO	NO	NO	dramatic	dramatic (0.019) | epic (0.019) | travel (0.019) | powerful (0.019) | uplifting (0.019)
345781.mp3	film	NO	NO	NO	travel	travel (0.020) | drama (0.020) | meditative (0.020) | summer (0.019) | ballad (0.019)
1194606.mp3	ballad	SI	SI	SI	ballad	ballad (0.021) | relaxing (0.020) | romantic (0.019) | slow (0.019) | background (0.019)
75223.mp3	love	NO	NO	NO	party	party (0.019) | ballad (0.019) | commercial (0.019) | positive (0.019) | sport (0.019)
1419279.mp3	film	NO	NO	NO	inspiring	inspiring (0.020) | upbeat (0.019) | sexy (0.019) | groovy (0.019) | commercial (0.019)
1084739.mp3	film	NO	NO	NO	epic	epic (0.023) | dramatic (0.022) | drama (0.022) | powerful (0.020) | emotional (0.020)
1078440.mp3	fun	NO	NO	NO	epic	epic (0.020) | dramatic (0.020) | adventure (0.020) | drama (0.020) | powerful (0.020)
21983.mp3	melancholic	NO	NO	NO	heavy	heavy (0.021) | groovy (0.020) | dark (0.020) | upbeat (0.019) | action (0.019)
385549.mp3	epic, inspiring, motivational	NO	NO	NO	ballad	ballad (0.021) | relaxing (0.019) | romantic (0.019) | summer (0.019) | background (0.019)
290511.mp3	relaxing	NO	NO	NO	inspiring	inspiring (0.019) | uplifting (0.019) | travel (0.019) | commercial (0.019) | sexy (0.019)
1084175.mp3	relaxing	NO	NO	NO	dramatic	dramatic (0.022) | dark (0.021) | drama (0.021) | horror (0.020) | powerful (0.019)
361987.mp3	emotional, love	NO	NO	NO	ballad	ballad (0.021) | romantic (0.019) | background (0.019) | documentary (0.018) | positive (0.018)
117318.mp3	meditative	NO	NO	NO	relaxing	relaxing (0.021) | mellow (0.020) | sad (0.020) | calm (0.020) | melancholic (0.020)
1186020.mp3	background, sad	NO	NO	SI	dark	dark (0.020) | inspiring (0.019) | deep (0.019) | travel (0.019) | sad (0.019)
384145.mp3	ambiental	NO	NO	NO	sad	sad (0.021) | calm (0.020) | dark (0.020) | relaxing (0.020) | melancholic (0.019)
1381079.mp3	film	NO	NO	NO	dark	dark (0.021) | heavy (0.021) | action (0.020) | deep (0.020) | corporate (0.020)
1090701.mp3	dark	SI	SI	SI	dark	dark (0.021) | dramatic (0.020) | deep (0.020) | travel (0.020) | horror (0.020)
1127390.mp3	dramatic	NO	NO	NO	ambiental	ambiental (0.021) | horror (0.021) | deep (0.020) | soundscape (0.020) | space (0.020)
1353344.mp3	summer	NO	NO	NO	commercial	commercial (0.020) | advertising (0.020) | sport (0.020) | funny (0.019) | motivational (0.019)
1071484.mp3	horror	NO	NO	SI	dark	dark (0.020) | powerful (0.020) | travel (0.020) | horror (0.019) | dramatic (0.019)
1402109.mp3	adventure, corporate, deep, inspiring	NO	NO	SI	powerful	powerful (0.020) | dark (0.019) | action (0.019) | deep (0.019) | inspiring (0.019)
857157.mp3	meditative	NO	NO	NO	travel	travel (0.020) | inspiring (0.018) | deep (0.018) | summer (0.018) | dramatic (0.018)
1347935.mp3	retro	NO	SI	SI	game	game (0.022) | retro (0.021) | energetic (0.021) | fast (0.021) | fun (0.021)
1096796.mp3	sad	NO	NO	NO	groovy	groovy (0.020) | heavy (0.019) | ballad (0.019) | sexy (0.019) | upbeat (0.019)
1347954.mp3	horror, retro	NO	SI	SI	fast	fast (0.021) | energetic (0.021) | retro (0.020) | game (0.020) | corporate (0.020)
1278177.mp3	corporate, energetic, uplifting	NO	NO	NO	heavy	heavy (0.020) | dark (0.020) | powerful (0.020) | sexy (0.019) | groovy (0.019)
1041557.mp3	melodic	NO	NO	NO	ballad	ballad (0.020) | commercial (0.020) | motivational (0.020) | funny (0.019) | positive (0.019)
